name,date,year,director,prod,composer,cast_mem
Rajendra,December,2011.0,Harnath Policherla,P H creations,Koti,"Brahmanandam, Gowri Pandit, Harnath Policherla, Kota Srinivasa Rao"
Business Man,January,2012.0,Puri Jagannadh,"RR Moviemakers, Rhodium Entertainments, ZEE Entertainment Enterprises",S. Thaman,"Mahesh Babu, Kajal Aggarwal, Prakash Raj, Ayesha Shiva, Sayaji Shinde, Dharmavarapu Subramanyam, Brahmaji, Raza Murad, Jahangir Khan, Bharath Reddy"
Bodyguard,January,2012.0,Gopichand Malineni,Sri Saiganesh Productions,S. Thaman,"Venkatesh Daggubati, Trisha Krishnan, Saloni Aswani, Kota Srinivasa Rao, Prakash Raj, Subbaraju, Mohammad Ali, Dharmavarapu Subramanyam, Pragathi, Tanikella Bharani"
Nirmala Aunty,January,2012.0,K.R. Raj Kumar,Shipali Films,,"Tilak, Swathi Varma, Priya Shukla, Babilona, Shobana Rani, Prashant Kumar"
Ishq,February,2012.0,Vikram K. Kumar,"Goldmines Telefilms, Sreshth Movies",Anup Rubens,"Nithiin, Nithya Menen, Nagineedu, Ajay, Sindhu Tolani, Satya Krishnan, Mohammad Ali, Sudha, Ravi Prakash, Chandramouli Kalyana Chakravarthy"
Poola Rangadu,February,2012.0,Veerabhadram,"Goldmines Telefilms, Max India Productions, RR Moviemakers",Anup Rubens,"Sunil, Isha Chawla, Dev Gill, Pradeep Singh Rawat, Mohammad Ali, Satyam Rajesh, Raghu Babu, Pragathi, Kota Srinivasa Rao, Sudha"
Nippu,February,2012.0,Gunasekhar,"Bommarillu, Goldmines Telefilms",S. Thaman,"Ravi Teja, Deeksha Seth, Rajendra Prasad, Srikanth, Pradeep Singh Rawat, Jayaprakash Reddy, Dharmavarapu Subramanyam, Brahmaji, Supreet, Pragathi"
Ramadandu,February,2012.0,Satish Vegesna,Nava Chithralaya Creations,Sri Vasanth,"Krishnudu, M.S. Narayana, Krishna Bhagavan, Lakshman Rao Kondavalasa, Prithvi Vazir, Bharat Kumar, Ajay Ghosh, Jhansi"
Maa Voori Maharshi,February,2012.0,Shanmukha Srinivas,Sucheta DreamWorks Productions,,"Vishwas Hannurkar, Sonu Chandrapal, Prithviraj, Vijayachander, Ramaprabha, Rallapalli, Subbaraju"
Nuvva Nena,March,2012.0,Narayana,SVK Cinema,Bheems Ceciroleo,"Sharwanand, Allari Naresh, Shriya Saran, Brahmanandam, Raja, Kovai Sarala, Mohammad Ali, Jeeva, Prithvi Vazir, Srinivasa Reddy"
Ee Rojullo,March,2012.0,Maruthi Dasari,"Good Cinema Group, Maruthi Media House",J.B.,"Srinivas, Reshma, Saikumar Sampana, M.S. Narayana, Ambati Srinivas, Anandhi, Madhumani, Kumar Sai Pampana, Ragini"
Mr. Nookayya,March,2012.0,"Aneel Kanneganti, Ani Kanneganti",Shri Shailendra Cinemas,Yuvan Shankar Raja,"Manoj Kumar Manchu, Kriti Kharbanda, Sana Khan, Raja, Murli Sharma, Raghu Babu, Brahmanandam, Vennela Kishore, Aahuthi Prasad, Paruchuri Venkateswara Rao"
Lovely,March,2012.0,Jaya B.,"RJ Cinemas, RR Moviemakers, Rhodium Entertainments",Anup Rubens,"Aadi, Shanvi Srivastava, Rajendra Prasad, Chinmayi Ghatrazu, Vennela Kishore, Harshavardhan, Satya Krishnan, Rahul Dev, Gopalakrishna Paruchuri, Aahuthi Prasad"
Kulu Manali,March,2012.0,Satish Vegesna,Jhanavi Productions,,"Krishnudu, Vimala Raman, Shashank, Archana Shastry, Samiksha Oswal, Ritu Kaur, Khayyum, Harsha Vardhan Reddy, Kovida Designs, Nani"
Rachcha,April,2012.0,Sampath Nandi,"Mega Super Good Films, Goldmines Telefilms",Mani Sharma,"Ram Charan, Tamannaah Bhatia, Ajmal Ameer, Kota Srinivasa Rao, Nassar, Dev Gill, Mukesh Rishi, Parthiban Radhakrishnan, Brahmanandam, Mohammad Ali"
Dhammu,April,2012.0,Boyapati Srinu,"Creative Commercials, Goldmines Telefilms",M.M. Keeravani,"N.T. Rama Rao Jr., Trisha Krishnan, Karthika Nair, Nassar, Brahmanandam, Bhanupriya, Venu Thottempudi, Abhinaya, Hari Teja, Suman"
Neeku Naaku Dash Dash,April,2012.0,Teja,Bhavya Creations,Yashwanth Nag,"Tanikella Bharani, Prince Cecil, Dheer, Kranthi Kumar, Tirrtha Murbaadkar, Nandita Raj, Paruchuri Venkateswara Rao, Suman Shetty, Dharmavarapu Subramanyam, Nalla Venu"
Dev,April,2012.0,Indrajit Lankesh,Jade Plant Ventures,Jassie Gift,"Sudha Belawadi, Swayamwara Chandru, Diganth, Charmme Kaur, Nathalia Kaur, Indrajit Lankesh, Mithra, Anant Nag, Tabla Nani, Sharan"
Daruvu,May,2012.0,Siva,"Sri Venkateswara Entertainments, Goldmines Telefilms",Vijay Antony,"Ravi Teja, Taapsee Pannu, Sayaji Shinde, Brahmanandam, Raghu Babu, M.S. Narayana, Sana, Dharmavarapu Subramanyam, Prabhu, Sushant Singh"
Gabbar Singh,May,2012.0,Harish Shankar,Parameswara Arts,Devi Sri Prasad,"Pawan Kalyan, Shruti Haasan, Abhimanyu Singh, Kota Srinivasa Rao, Suhasini, Brahmanandam, Tanikella Bharani, Mohammad Ali, Ajay, Nagineedu"
Adhinayakudu,June,2012.0,Paruchuri Murali,"Sree Kirtee Combine, Goldmines Telefilms, Reliance Entertainment",Kalyan Mallik,"Nandamuri Balakrishna, Raai Laxmi, Sukanya, Brahmanandam, Pradeep Singh Rawat, Jayasudha, Charan Raj, Saloni Aswani, Karuna Bhushan, John Kokken"
Endukante... Premanta,June,2012.0,A. Karunakaran,"Sri Sravanthi Movies, Goldmines Telefilms",G.V. Prakash Kumar,"Ram Pothineni, Tamannaah Bhatia, Richard Rishi, Suman, Sayaji Shinde, Anu Hasan, Brahmanandam, Nagineedu, Raghu Babu, Suman Shetty"
All the Best,June,2012.0,J.D. Chakravarthi,"Chekravarthy Productions, Sudha Cinema",Hemachandra Vedala,"Meka Srikanth, J.D. Chakravarthi, Lucky Sharma, Pradeep Singh Rawat, Kota Srinivasa Rao, Brahmanandam, Raghu Babu, Rao Ramesh, Duvvasi Mohan, Pragathi"
Eega,July,2012.0,S.S. Rajamouli,"PVP Cinema, Vaarahi Chalana Chitram, Vel Records",M.M. Keeravani,"Sudeep, Nani, Samantha Ruth Prabhu, Hamsa Nandini, Crazy Mohan, Santhanam, Adithya Menon, Chandra Sekhar, Srinivasa Reddy, Sivannarayana"
Uu Kodathara Ulikki Padathara,July,2012.0,Sekhar Raja,"Manchu Entertainment, Goldmines Telefilms",Bobo Shashi,"Manoj Kumar Manchu, Deeksha Seth, Nandamuri Balakrishna, Panchi Bora, Suhasini, Sonu Sood, Lakshmi Manchu, Chalapathi Rao, Bhanuchander, Prabhu"
Tuneega Tuneega,July,2012.0,M.S. Raju,"Padmini Arts, Sri Venkateswara Creations",Karthik Raja,"Sumanth Ashwin, Rhea Chakraborty, Nagendra Babu, Prabhu, Vasundhara Kashyap, Manisha Yadav, Vinod Kumar, Sayaji Shinde, Chandramohan, Delhi Rajeshwari"
Idhi Mamulu Prema Katha Kaadu,July,2012.0,Vasireddy Vidyasagar,Social Movie Magik,Quddoos,"Vasireddy Mahadev, Sri Kavya, Vasireddy Mahavir, Hamsa Nandini, Hamsa Nandini, Goutham, Sruthi, Mythreyi, Jayaprakash Reddy, Vinod"
Kho Kho,July,2012.0,Rathod Raams,Pardhu Creations,,"Amrutha, Bhanu Chander, Indra, Marutisakaram, Vijay Ranga Raju, Rajeshkumar Vase"
Andala Rakshasi,August,2012.0,Hanu Raghavapudi,Vaarahi Chalana Chitram,Radhan,"Naveen Chandra, Pragathi, C.V.L. Narasimha Rao, Rahul Ravindran, Lavanya Tripathi"
Julayi,August,2012.0,Trivikram Srinivas,"Universal Media, Haarika & Hassine Creations, Goldmines Telefilms",Devi Sri Prasad,"Allu Arjun, Ileana D'Cruz, Rajendra Prasad, Sonu Sood, Kota Srinivasa Rao, Brahmanandam, Tanikella Bharani, M.S. Narayana, Dharmavarapu Subramanyam, Brahmaji"
Devudu Chesina Manushulu,August,2012.0,Puri Jagannadh,"Sri Venkateswara Cine Chitra, Reliance Entertainment",Raghu Kunche,"Ravi Teja, Ileana D'Cruz, Mohammad Ali, Brahmanandam, Manasa Himavarsha, M.S. Narayana, Prakash Raj, Sheeva Rana, Kovai Sarala, Manel Soler"
Sudigaadu,August,2012.0,Srinivasa Rao Bhimaneni,Arundhaty Movies,Sri Vasanth,"Allari Naresh, Monal Gajjar, Jayaprakash Reddy, Hema, Kovai Sarala, Brahmanandam, Chandramohan, Lakshman Rao Kondavalasa, Suman Shetty, Raghu Babu"
Srimannarayana,August,2012.0,Ravi C. Kumar,"Yellow Flowers, Goldmines Telefilms",Chakri,"Nandamuri Balakrishna, Parvati Melton, Isha Chawla, Kota Srinivasa Rao, Suresh, Vinod Kumar, Vijayakumar, Jayaprakash Reddy, Krishna Bhagavan, Aahuthi Prasad"
Simhasanam 2021,April,2021.0,Shaji Kailas,"Malavika Productions, Tellmeboss Pictures",Ronnie Raphael,"Prithviraj Sukumaran, Saikumar, Siddique, Devan, Jayakrishnan, Biju Pappan, Thilakan, Vandana Menon, Aishwarya Devan, Sreekumar"
Life Is Beautiful,September,2012.0,Sekhar Kammula,Amigos Creations,Mickey J. Meyer,"Abijeet Duddala, Kaushik, Sudhakar Komakula, Rashmi Shastry, Zara Shah, Shagun Kaur, Naveen Polishetty, Amala Akkineni, Shriya Saran, Anjala Zaveri"
Avunu,September,2012.0,Ravi Babu,"Flying Frogs Production, PVP Cinema, Suresh Productions",Sekhar Chandra,"Harshvardhan Rane, Shamna Kasim, Ravi Babu, Gayatri Bhargavi, Chalapathi Rao, Jeeva, Delhi Rajeshwari, Sudha"
Rebel,September,2012.0,Raghava Lawrence,Sri Balaji Cine Media,Chinna,"Prabhas, Tamannaah Bhatia, Deeksha Seth, Kelly Dorji, Krishnamraju, Brahmanandam, Mukesh Rishi, Chalapathi Rao, Pradeep Singh Rawat, Kovai Sarala"
Shirdi Sai,September,2012.0,K. Raghavendra Rao,Sai Krupa Entertainment,M.M. Keeravani,"Nagarjuna Akkineni, Srikanth, Kamalinee Mukherjee, Tanikella Bharani, Sarath Babu, Sai Kumar, Brahmanandam, Srihari, Sayaji Shinde, Mohammad Ali"
Cameraman Gangatho Rambabu,October,2012.0,Puri Jagannadh,"Universal Media, Goldmines Telefilms",Mani Sharma,"Pawan Kalyan, Tamannaah Bhatia, Prakash Raj, Mohammad Ali, Brahmanandam, Gabriela Bertante, Kriti Kharbanda, Kota Srinivasa Rao, Tanikella Bharani, M.S. Narayana"
Dhenikaina Ready,October,2012.0,G. Nageswara Reddy,"24 Frames Factory, Goldmines Telefilms",Chakri,"Vishnu Manchu, Hansika Motwani, Prabhu, Brahmanandam, Aishwarya, Suman, Kota Srinivasa Rao, Dharmavarapu Subramanyam, Vennela Kishore, M.S. Narayana"
Yamudiki Mogudu,October,2012.0,E. Satthi Babu,Friendly Movies,Koti,"Allari Naresh, Richa Panai, Sayaji Shinde, V.K. Naresh, Ramya Krishnan, Krishna Bhagavan, Raghu Babu, Tanikella Bharani, Chalapathi Rao, Chandramohan"
Damarukam,November,2012.0,"Srinivasa Reddy, Sreenivass Redde","RR Moviemakers, Rhodium Entertainments",Devi Sri Prasad,"Nagarjuna Akkineni, Anushka Shetty, Ganesh Venkatraman, Prakash Raj, Devan, P. Ravi Shankar, M.S. Narayana, Brahmanandam, Duvvasi Mohan, Jeeva"
Krishnam Vande Jagadgurum,November,2012.0,Radha Krishna Jagarlamudi,First Frame Entertainment,Mani Sharma,"Rana Daggubati, Nayanthara, Kota Srinivasa Rao, Milind Gunaji, Murli Sharma, Brahmanandam, Krishna Murali Posani, Annapoorna, Raghu Babu, Satyam Rajesh"
Routine Love Story,November,2012.0,Praveen Sattaru,Working Dream,Mickey J. Meyer,"Regina Cassandra, Chandramohan, Hema, Sundeep Kishan, Bharath Kishore, Vennela Kishore, M.S. Narayana, Thagubothu Ramesh, Sanjay Reddy, Swapnika Reddy Vardhanapu"
Mythri,November,2012.0,Surya Raju,Hanu cine creations,Vikas,"Navdeep, Sada, Brahmanandam, Kallu Chidambaram, Satyam Rajesh, Chitram Seenu, Suman Shetty, Uttej"
Yeto Vellipoyindhi Manasu,December,2012.0,Gautham Vasudev Menon,"Photon Kathaas, Teja Cinema",Ilaiyaraaja,"Nani, Samantha Ruth Prabhu, Krishnudu, Karthik Nagarajan, Anupama Kumar, Vivek Pathak, Ravi Prakash, Ravi Raghavendra, Vidyullekha Raman, Shriya Sharma"
Sarocharu,December,2012.0,Parasuram,"Three Angels Studio, Vyjayanthi Movies",Devi Sri Prasad,"Ravi Teja, Kajal Aggarwal, Richa Langella, Jayasudha, Chandramohan, Ravi Prakash, M.S. Narayana, Srinivasa Reddy, Devan, Nara Rohith"
Devaraya,December,2012.0,Nani Krishna,"Meka Media, Sunray International Cinema",Chakri,"Srikanth, Meenakshi Dixit, Vidisha Srivastav, M.S. Narayana, Ranganath, Balaiah M., Jayaprakash Reddy, Sivaji Raja, Radha Kumari, Lakshman Rao Kondavalasa"
Genius,December,2012.0,Omkar,"Oak Entertainments, Ramadhootha Creations",Joshua Sridhar,"Hawwish, Sanusha, Ashwin Babu, Vinoth Kishan, Abhinaya, Annapoorna, Aadarsh Balakrishna, Krishna Bhagavan, Brahmanandam, Chandramohan"
Yamaho Yama,December,2012.0,Jeetendra,Gvk arts,,"Srihari, M.S. Narayana, Sairam Shankar, Parvati Melton, Siva Reddy, Srinivasa Kapavarapu, Sanjjanaa Galrani"
Naayak,January,2013.0,V.V. Vinayak,"Universal Media, Goldmines Telefilms",S. Thaman,"Ram Charan, Kajal Aggarwal, Amala Paul, Brahmanandam, Pradeep Singh Rawat, Ashish Vidyarthi, Rahul Dev, Jayaprakash Reddy, Krishna Murali Posani, Dev Gill"
Seethamma Vaakitlo Sirimalle Chettu,January,2013.0,Srikanth Addala,"Sri Venkateswara Creations, Goldmines Telefilms",Mickey J. Meyer,"Venkatesh Daggubati, Mahesh Babu, Anjali, Samantha Ruth Prabhu, Prakash Raj, Jayasudha, Abhinaya, Rao Ramesh, Kota Srinivasa Rao, Rohini Hattangadi"
Ongole Githa,January,2013.0,Bommarillu Baskar,Sri Venkateswara Cine Chitra,G.V. Prakash Kumar,"Ram Pothineni, Kriti Kharbanda, Prakash Raj, Ajay, Abhimanyu Singh, Brahmanandam, Aahuthi Prasad, Raghu Babu, Ramaprabha, Mohammad Ali"
Case No. 666/2013,January,2013.0,"Venkat Siddareddy, Purnesh Konathala","Sri Mahalakshmi Movies, Spirit Digital Media",Shock Therapy,"Aditya Agarwal, Ashwini Bejanki, Guru Charan, Anurag Chowdary, Nanda Kishore, Nikhita Nukum, Aripirala Satyaprasad, Charan Teja"
Sevakudu,January,2013.0,Samudra V.,"Sri Venkataramana Art Productions, Goldmines Telefilms",,"Krishna, Meka Srikanth, Charmme Kaur, Manjula Ghattamaneni, Brahmanandam, Nassar, Pradeep Singh Rawat, Vijayachander, Dasanna, Hema"
Jagan nirdoshi,January,2013.0,Venkanna Babu,Audio Authority Management,,"Brahmaji, Brahmanandam, Sanjjanaa Galrani, Shiva Karthik, M.S. Narayana, Satyam Rajesh, Shruti Reddy, Srinivasa Reddy, Srihari"
Mirchi,February,2013.0,Koratala Siva,UV Creations,Devi Sri Prasad,"Prabhas, Anushka Shetty, Richa Langella, Sathyaraj, Nadia Moidu, Brahmanandam, Sampath Raj, Subbaraju, Adithya Menon, Satyam Rajesh"
Jabardasth,February,2013.0,B.V. Nandini Reddy,Sri Saiganesh Productions,S. Thaman,"Samantha Ruth Prabhu, Siddharth, Srihari, Nithya Menen, Sayaji Shinde, Telangana Sakuntala, Dharmavarapu Subramanyam, Suresh Geervani, Vennela Kishore, Pragathi"
Chammak Challo,February,2013.0,Neelakanta,Shri Shailendra Cinemas,Kiran Varanasi,"Varun Sandesh, Sanchita Padukone, Catherine Tresa, Srinivas Avasarala, Sayaji Shinde, Brahmaji, Sivaji Raja, Vennela Kishore, Surekha Vani, Chinmayi Ghatrazu"
Mr. Pellikodukku,February,2013.0,Devi Prasad,Mega Super Good Films,Raj Kumar S.A.,"Sunil, Isha Chawla, Mohammad Ali, Dharmavarapu Subramanyam, Ravi Babu, M.S. Narayana, Aahuthi Prasad, Tulasi, L.B. Sriram"
Swamy Ra Ra,March,2013.0,Sudheer Varma,"Goldmines Telefilms, Lakshmi Narasimha Entertainments",Sunny M.R.,"Nikhil Siddharth, Swathi Reddy, Ravi Babu, Jeeva, Joginaidu, Krishnamraju, Praveen, Jogi Krishnam Raju, Pooja Ramachandran, Satya"
Priyathama Neevachata Kushalama,March,2013.0,Trinadha Rao Nakkina,Sudha Cinema,,"Komal Jha, Varun Sandesh, Anandhi, Mahaboob Basha, Bhasha"
Back Bench Student,March,2013.0,Madhura Sreedhar,Shiridi Sai Combines,Sunil Kashyap,"Mohammad Ali, Sarath Babu, Piaa Bajpai, Banerjee, Brahmanandam, Archana Kavi, Pragathi, Mahat Raghavendra, Vennela Rama Rao, Utkam Rudhraksh"
Baadshah,April,2013.0,Sreenu Vaitla,Parameswara Arts,S. Thaman,"N.T. Rama Rao Jr., Kajal Aggarwal, Navdeep, Brahmanandam, Kelly Dorji, Ashish Vidyarthi, Pradeep Singh Rawat, Sayaji Shinde, Nagendra Babu, Nassar"
NRI: Now Return to India,April,2013.0,Raghunandan Gudur,Aries Productions,Aneeshraj Deshmukh,"Rohit Kalia, Shourya Nidhi, Aahuthi Prasad, Shraavya Reddy, Pratick Tanna"
Greeku Veerudu,May,2013.0,Dasaradh,"Balkaran Studios, Goldmines Telefilms, Kamakshi Studio",S. Thaman,"Nagarjuna Akkineni, Nayanthara, Meera Chopra, K. Viswanath, Brahmanandam, Ashish Vidyarthi, Raghu Babu, Kota Srinivasa Rao, Sarath Babu, Mohammad Ali"
Tadakha,May,2013.0,Kishore Kumar Pardasani,"Sri Saiganesh Productions, Multi Dimension Entertainments, Goldmines Telefilms",S. Thaman,"Naga Chaitanya Akkineni, Sunil, Tamannaah Bhatia, Andrea Jeremiah, Ashutosh Rana, Santosh Kumar Yadav, Nagendra Babu, Brahmanandam, Srinivasa Reddy, Vennela Kishore"
Iddarammayilatho,May,2013.0,Puri Jagannadh,"Parameswara Arts, Goldmines Telefilms",Devi Sri Prasad,"Allu Arjun, Amala Paul, Catherine Tresa, Shawar Ali, Nassar, Tanikella Bharani, Pragathi, Tulasi, Rao Ramesh, Mamilla Shailaja Priya"
Sukumarudu,May,2013.0,Ashok G.,Sri Sowdamani Creations,Anup Rubens,"Aadi, Nisha Agarwal, Krishna, Neelam Upadhyaya, Sharada, Brahmanandam, Gollapudi Maruthi Rao, Tanikella Bharani, M.S. Narayana, Rao Ramesh"
1: Nenokkadine,January,2014.0,Sukumar,"14 Reels Entertainment, Eros Worldwide, Hobo Pictures",Devi Sri Prasad,"Mahesh Babu, Kriti Sanon, Nassar, Pradeep Singh Rawat, Anuradha Hasan, Kelly Dorji, Sayaji Shinde, Krishna Murali Posani, Srinivasa Reddy, Ravi Varma"
Heart Attack,January,2014.0,Puri Jagannadh,Puri Jagannadh Touring Talkies,Anup Rubens,"Nithiin, Adah Sharma, Vikramjeet Virk, Brahmanandam, Tejaswi Madivada, Prakash Raj, Ajay, Mohammad Ali, Kesha Khambhati, Pavitra Lokesh"
Yevadu,January,2014.0,Vamshi Paidipally,Sri Venkateswara Creations,Devi Sri Prasad,"Ram Charan, Allu Arjun, Shruti Haasan, Kajal Aggarwal, Amy Jackson, Jayasudha, Kota Srinivasa Rao, Chandramohan, Brahmanandam, Sai Kumar"
Love You Bangaram,January,2014.0,Goverdhan Reddy,Creative Commercials,Mahit Narayan,"Shravya, Rahul Haridas, Trisha Dantala, Sanjjanaa Galrani"
Pandavulu Pandavulu Thummeda,January,2014.0,Sriwass,"24 Frames Factory, Sree Lakshmi Prasanna Pictures",Bappi Lahiri,"Mohan Babu, Vishnu Manchu, Manoj Kumar Manchu, Raveena Tandon, Hansika Motwani, Pranitha Subhash, Brahmanandam, Mukesh Rishi, Mohammad Ali, Giri Babu"
Emo Gurram Egaravachu,January,2014.0,Chandra Siddhartha,"Cherry Films, Aa Naluguru Films",Sita Kanchi,"Sumanth, Savika Chaiyadej, Annapoorna, Harshavardhan, Sudha, S.S. Kanchi, Thagubothu Ramesh, Pavala Shyamala, Naani Kanchanapalli, Sivannarayana"
Madhuram,February,2014.0,Phanindra Narsetti,Precocity Entertainment,Naresh Kumaran,"Dharani Addandi, Vinay Addandi, Chandini Chowdary, Sainath Reddy Kasha, Vaishnavi Kenam, Keerthana Muthyala, Phanindra Narsetti, Praneeth Narsetti, Ravi Teja, Vinod Varma"
Malligadu Marriage Bureau,February,2014.0,Uday Raj,"Haritha Entertainments, Goldmines Telefilms",,"Meka Srikanth, Brahmanandam, Manochitra, Bhavana Menon, Kumar Sai Pampana, Krishna Murali Posani, Vennela Kishore, Jayaprakash Reddy, Sandhya Janak, Raghu Kumar Karumanchi"
Bhimavaram Bullodu,February,2014.0,Udaya Sankar,Suresh Productions,Venkat,"Sunil, Ester Noronha, Vikramjeet Virk, Sayaji Shinde, Krishna Murali Posani, Jayaprakash Reddy, Raghu Babu, Raghu Kumar Karumanchi, Gundu Sudharshan"
Basanti,February,2014.0,Chaitanya Dantuluri,StartCamera Pictures,Mani Sharma,"Raja Goutham, Alisha Baig, Sayaji Shinde, Dayanand Reddy, Tanikella Bharani, Randhir Gatla, Sanjeev Sharma, Jesse Smith, Bilal Wahib"
Dil Deewana,February,2014.0,Kiran Reddy Thumma,Shri Bhavana Films,Ram Narayan,"Gopal Krishna Akella, Neha Deshpande, Rohit Madupu, Nagendra Babu, Rajarjun, Krutika Singhaal, Bhupesh Varma"
Legend,March,2014.0,Boyapati Srinu,"14 Reels Entertainment, Vaarahi Chalana Chitram",Devi Sri Prasad,"Nandamuri Balakrishna, Jagapathi Babu, Radhika Apte, Sonal Chauhan, Ajay, Brahmaji, Brahmanandam, Chalapathi Rao, Armen Greyg, Narendra Jha"
Race Gurram,April,2014.0,Surender Reddy,"Sri Lakshmi Narasimha Productions, Miraj Entertainment, ODU Movies",S. Thaman,"Allu Arjun, Shruti Haasan, Shaam, Ravi Kishan, Brahmanandam, Prakash Raj, Tanikella Bharani, Pavitra Lokesh, Saloni Aswani, Mukesh Rishi"
Hrudaya Kaleyam,April,2014.0,Sai Rajesh Neelam,"Amrutaa Productions, VSS Creations",Srikanth Pendyala,"Sampoornesh Babu, Guru Charan, Mahesh Kathi, Kavya Kumar, Sai Rajesh Neelam, Aripirala Satyaprasad, Ishika Singh"
Rowdy,April,2014.0,Ram Gopal Varma,"24 Frames Factory, AV Pictures, Goldmines Telefilms",Sai Karthik,"Mohan Babu, Vishnu Manchu, Jayasudha, Shanvi Srivastava, Kishore Kumar G., Ravi Babu, Banerjee, Tanikella Bharani, Jeeva, Sanjay Krishna"
Laddu Babu,April,2014.0,Ravi Babu,"Maharadhi Films, Goldmines Telefilms",Chakri,"Allari Naresh, Bhoomika Chawla, Shamna Kasim, Kota Srinivasa Rao, Giri Babu, Sreedhar Rao Chennamaneni, Rallapalli, Sridhar Rao, Kasi Vishwanath"
Chandamama Kathalu,April,2014.0,Praveen Sattaru,"A Working Dream Productions, AK Entertainments",Mickey J. Meyer,"Amita Ranganath, V.K. Naresh, Varshini Sounderajan, Aamani, Abhijeeth, Joy Badlani, Kishore Kumar G., Chaitanya Krishna, Krishnudu, Lakshmi Manchu"
Manam,May,2014.0,Vikram K. Kumar,"Annapurna Studios, Mango Mass Media, Reliance Entertainment",Anup Rubens,"Akkineni Nageswara Rao, Nagarjuna Akkineni, Naga Chaitanya Akkineni, Samantha Ruth Prabhu, Shriya Saran, Amitabh Bachchan, Brahmanandam, M.S. Narayana, Akhil Akkineni, Mohammad Ali"
Green Signal,May,2014.0,Vijay Maddhala,"Maruthi Talkies, SLV Cinema",,"Shilpi Sharma, Anandhi, Chammak Chandra, Dimple Chopda, Manali, Manas, Maanas Nagulapalli, Rakshitha, Revanth, Gopal Sai"
Oohalu Gusagusalade,June,2014.0,Srinivas Avasarala,"Silly Monks Entertainment, Vaarahi Chalana Chitram",Kalyana Ramana,"Naga Shaurya, Raashi Khanna, Srinivas Avasarala, Bhadram, Krishna Bhagavan, Hema, Harish Koyalagundla, Satya Krishnan, Krishna Murali Posani, Pragathi"
Autonagar Surya,June,2014.0,Deva Katta,"Max India Productions, RR Moviemakers, Rhodium Entertainments",Anup Rubens,"Naga Chaitanya Akkineni, Samantha Ruth Prabhu, Brahmanandam, Sai Kumar, Madhusudhan Rao, Tanikella Bharani, Jayaprakash Reddy, Brahmaji, Nandu Vijay Krishna, Mocherla Pradeep"
Drushyam,July,2014.0,Sripriya,"Suresh Productions, Rajkumar Theaters Private Limited, Wide Angle Creations",Sharreth,"Venkatesh Daggubati, Meena, Nadia Moidu, Kruthika, Esther Anil, Paruchuri Venkateswara Rao, V.K. Naresh, Venkat Siddareddy, Aayush Agarwal, Annapoorna"
Alludu Seenu,July,2014.0,V.V. Vinayak,Sri Lakshmi Narasimha Productions,Devi Sri Prasad,"Sai Srinivas Bellamkonda, Samantha Ruth Prabhu, Prakash Raj, Brahmanandam, Pradeep Singh Rawat, Ravi Babu, Tanikella Bharani, Vennela Kishore, Raghu Babu, Praveen"
Premalo... ABC,July,2014.0,Nagaraju,AG & AG Entertainments,Yelender,"Ajay, Dhanraj, Sri Iera, Kranthi, M.S. Narayana, Thagubothu Ramesh, Sattanna"
Ra Ra Krishnayya,July,2014.0,Mahesh P.,SVK Cinema,Achu Rajamani,"Jagapathi Babu, Ravi Babu, Tanikella Bharani, Regina Cassandra, Kaveri, Sundeep Kishan, Satyam Rajesh, Thagubothu Ramesh"
Oka Romantic Crime Katha,July,2014.0,Suneel Kumar Reddy,Sravya Films,,"Fm Babai, Gayatri, Anil Kalyan, Manoj Nandam, Bugatha Satyanarayana, Swapna, Samudram Venkatesh, Divya Vijju"
Oka Criminal Prema Katha,July,2014.0,Suneel Kumar Reddy,Sravya Films,Pravin Immadi,"Anil Kalyan, Manpreet Kaur, Mallika, Manoj Nandam, Raja, Ramesh, Satyanand, Bugatha Satyanarayana, Sruthi, Samudram Venkatesh"
Run Raja Run,August,2014.0,Sujeeth,UV Creations,Ghibran,"Sharwanand, Seerat Kapoor, Adivi Sesh, Sampath Raj, V. Jayaprakash, Kota Srinivasa Rao, Vennela Kishore, Mohammad Ali, Vidyullekha Raman, Ajay Ghosh"
Rabhasa,August,2014.0,Santosh Srinivas,"Sri Lakshmi Narasimha Productions, Sri Sai Ganesh Productions",S. Thaman,"N.T. Rama Rao Jr., Samantha Ruth Prabhu, Pranitha Subhash, Brahmanandam, Jayasudha, Nassar, Sayaji Shinde, Jayaprakash Reddy, Nagineedu, Mohammad Ali"
